AssetName,Abundance,Environment,Flowers,Fruits,Lat,Long,NofTrees,TreeSpecies,Country
CT1779,Uncommon,Day/Night/Rain/Snow,March to June,N/A,47.2,97.5,Two,Gamma,Mongolia
CT1780,Uncommon,Day/Night/Rain/Snow,March to June,N/A,75,100.7,Two,Gamma,Russia
CT1781,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.9,-94.4,Two,Gamma,Canada
CT1782,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,159.4,Two,Gamma,Russia
CT1783,Uncommon,Day/Night/Rain/Snow,March to June,N/A,76.3,107,Two,Gamma,Russia
CT1784,Uncommon,Day/Night/Rain/Snow,March to June,N/A,58.5,-103.9,Two,Gamma,Canada
CT1785,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,124.5,Two,Gamma,Russia
CT1786,Uncommon,Day/Night/Rain,March to June,N/A,33.2,-100.7,Two,Gamma,United States of America
CT1787,Uncommon,Day/Night/Rain,March to June,N/A,30.6,-88,Two,Gamma,United States of America
CT1788,Uncommon,Day/Night/Rain/Snow,March to June,N/A,59.3,118.2,Two,Gamma,Russia
CT1789,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.1,97.5,Two,Gamma,Russia
CT1790,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,156.2,Two,Gamma,Russia
CT1791,Uncommon,Day/Night/Rain/Snow,March to June,N/A,45.1,54.7,Two,Gamma,Kazakhstan
CT1792,Uncommon,Day/Night/Rain/Snow,March to June,N/A,74.1,108.6,Two,Gamma,Russia
CT1793,Uncommon,Day/Night/Rain/Snow,March to June,N/A,60.1,-119.7,Two,Gamma,Canada
CT1794,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.8,-48.4,Two,Gamma,Greenland
CT1795,Uncommon,Day/Night/Rain/Snow,March to June,N/A,40.5,126.1,Two,Gamma,North Korea
CT1796,Uncommon,Day/Night/Rain/Snow,March to June,N/A,75.8,105.5,Two,Gamma,Russia
CT1797,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,16.7,Two,Gamma,Sweden
CT1798,Uncommon,Day/Night/Rain/Snow,March to June,N/A,58.5,70.6,Two,Gamma,Russia
CT1799,Uncommon,Day/Night/Rain,September to December,N/A,-21.2,32.5,Two,Gamma,Mozambique
CT1800,Uncommon,Day/Night/Rain/Snow,March to June,N/A,52.3,94.4,Two,Gamma,Russia
CT1801,Uncommon,Day/Night/Rain,September to December,N/A,-25.7,26.2,Two,Gamma,South Africa
CT1802,Uncommon,Day/Night/Rain,March to June,N/A,15.3,100.7,Two,Gamma,Thailand
CT1803,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,-113.4,Two,Gamma,Canada
CT1804,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,61.1,Two,Gamma,Russia
CT1805,Uncommon,Day/Night/Rain,March to June,N/A,9.4,13.5,Two,Gamma,Cameroon
CT1806,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,40.4,Two,Gamma,Russia
CT1807,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,116.6,Two,Gamma,Russia
CT1808,Uncommon,Day/Night/Rain,September to December,N/A,-36.9,-65.8,Two,Gamma,Argentina
CT1809,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,35.7,Two,Gamma,Russia
CT1810,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.1,156.2,Two,Gamma,Russia
CT1811,Uncommon,Day/Night/Rain,March to June,N/A,30.6,-115,Two,Gamma,Mexico
CT1812,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,62.6,Two,Gamma,Russia
CT1813,Uncommon,Day/Night/Rain/Snow,September to December,N/A,-49.9,-73.7,Two,Gamma,Chile
CT1814,Uncommon,Day/Night/Rain/Snow,March to June,N/A,56.8,40.4,Two,Gamma,Russia
CT1815,Uncommon,Day/Night/Rain/Snow,March to June,N/A,72.6,-38.9,Two,Gamma,Greenland
CT1816,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.1,94.4,Two,Gamma,Russia
CT1817,Uncommon,Day/Night/Rain/Snow,March to June,N/A,48.3,124.5,Two,Gamma,China
CT1818,Uncommon,Day/Night/Rain,September to December,N/A,-7.4,-65.8,Two,Gamma,Brazil
CT1819,Uncommon,Day/Night/Rain,March to June,N/A,6.4,-73.7,Two,Gamma,Colombia
CT1820,Uncommon,Day/Night/Rain,March to June,N/A,0.3,24.6,Two,Gamma,"Congo, Democratic Republic of the"
CT1821,Uncommon,Day/Night/Rain/Snow,March to June,N/A,43.9,35.7,Two,Gamma,Russia
CT1822,Uncommon,Day/Night/Rain/Snow,March to June,N/A,74.5,89.6,Two,Gamma,Russia
CT1823,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,-111.8,Two,Gamma,Canada
CT1824,Uncommon,Day/Night/Rain,March to June,N/A,29.3,103.9,Two,Gamma,China
CT1825,Uncommon,Day/Night/Rain/Snow,March to June,N/A,64.5,16.7,Two,Gamma,Sweden
CT1826,Uncommon,Day/Night/Rain/Snow,March to June,N/A,45.1,-95.9,Two,Gamma,United States of America
CT1827,Uncommon,Day/Night/Rain/Snow,March to June,N/A,57.7,108.6,Two,Gamma,Russia
CT1828,Uncommon,Day/Night/Rain,March to June,N/A,35.7,38.9,Two,Gamma,Syrian Arab Republic
CT1829,Uncommon,Day/Night/Rain/Snow,March to June,N/A,74.1,103.9,Two,Gamma,Russia
CT1830,Uncommon,Day/Night/Rain,September to December,N/A,-12.1,134,Two,Gamma,Australia
CT1831,Uncommon,Day/Night/Rain/Snow,March to June,N/A,60.1,15.1,Two,Gamma,Sweden
CT1832,Uncommon,Day/Night/Rain/Snow,March to June,N/A,52.3,59.5,Two,Gamma,Russia
CT1833,Uncommon,Day/Night/Rain/Snow,March to June,N/A,71.1,-99.1,Two,Gamma,Canada
CT1834,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.9,-116.6,Two,Gamma,Canada
CT1835,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.8,65.8,Two,Gamma,Russia
CT1836,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,42,Two,Gamma,Russia
CT1837,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,172.1,Two,Gamma,Russia
CT1838,Uncommon,Day/Night/Rain,March to June,N/A,43.9,2.4,Two,Gamma,France
CT1839,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,-127.7,Two,Gamma,Canada
CT1840,Uncommon,Day/Night/Rain/Snow,March to June,N/A,68.9,89.6,Two,Gamma,Russia
CT1841,Uncommon,Day/Night/Rain/Snow,March to June,N/A,50.3,-86.4,Two,Gamma,Canada
CT1842,Uncommon,Day/Night/Rain,September to December,N/A,-15.1,-70.6,Two,Gamma,Peru
CT1843,Uncommon,Day/Night/Rain,March to June,N/A,31.9,57.9,Two,Gamma,Iran
CT1844,Uncommon,Day/Night/Rain/Snow,March to June,N/A,76.7,-70.6,Two,Gamma,Greenland
CT1845,Uncommon,Day/Night/Rain,September to December,N/A,-18.2,45.2,Two,Gamma,Madagascar
CT1846,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.1,54.7,Two,Gamma,Russia
CT1847,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,165.7,Two,Gamma,Russia
CT1848,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,-145.1,Two,Gamma,United States of America
CT1849,Uncommon,Day/Night/Rain/Snow,March to June,N/A,77.1,-40.4,Two,Gamma,Greenland
CT1850,Uncommon,Day/Night/Rain/Snow,March to June,N/A,71.1,69,Two,Gamma,Russia
CT1851,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,24.6,Two,Gamma,Finland
CT1852,Uncommon,Day/Night/Rain,September to December,N/A,-5.9,-73.7,Two,Gamma,Peru
CT1853,Uncommon,Day/Night/Rain/Snow,March to June,N/A,47.2,113.4,Two,Gamma,Mongolia
CT1854,Uncommon,Day/Night/Rain,March to June,N/A,10.9,-8.7,Two,Gamma,Guinea
CT1855,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.8,118.2,Two,Gamma,Russia
CT1856,Uncommon,Day/Night/Rain/Snow,March to June,N/A,47.2,72.2,Two,Gamma,Kazakhstan
CT1857,Uncommon,Day/Night/Rain,March to June,N/A,38.1,-5.6,Two,Gamma,Spain
CT1858,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,-122.9,Two,Gamma,Canada
CT1859,Uncommon,Day/Night/Rain/Snow,March to June,N/A,64.5,-129.3,Two,Gamma,Canada
CT1860,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,88,Two,Gamma,Russia
CT1861,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,-115,Two,Gamma,Canada
CT1862,Uncommon,Day/Night/Rain/Snow,March to June,N/A,56.8,-73.7,Two,Gamma,Canada
CT1863,Uncommon,Day/Night/Rain,September to December,N/A,-22.7,-50,Two,Gamma,Brazil
CT1864,Uncommon,Day/Night/Rain,September to December,N/A,-5.9,-38.9,Two,Gamma,Brazil
CT1865,Uncommon,Day/Night/Rain/Snow,March to June,N/A,41.7,103.9,Two,Gamma,China
CT1866,Uncommon,Day/Night/Rain/Snow,March to June,N/A,42.8,-116.6,Two,Gamma,United States of America
CT1867,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,-157.8,Two,Gamma,United States of America
CT1868,Uncommon,Day/Night/Rain,March to June,N/A,21,18.2,Two,Gamma,Chad
CT1869,Uncommon,Day/Night/Rain/Snow,March to June,N/A,59.3,-115,Two,Gamma,Canada
CT1870,Uncommon,Day/Night/Rain/Snow,March to June,N/A,60.9,83.3,Two,Gamma,Russia
CT1871,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.1,119.7,Two,Gamma,Russia
CT1872,Uncommon,Day/Night/Rain/Snow,March to June,N/A,75.8,-23,Two,Gamma,Greenland
CT1873,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,-141.9,Two,Gamma,United States of America
CT1874,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,119.7,Two,Gamma,China
CT1875,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,-124.5,Two,Gamma,Canada
CT1876,Uncommon,Day/Night/Rain/Snow,March to June,N/A,49.3,138.8,Two,Gamma,Russia
CT1877,Uncommon,Day/Night/Rain/Snow,March to June,N/A,39.3,-110.2,Two,Gamma,United States of America
CT1878,Uncommon,Day/Night/Rain/Snow,March to June,N/A,62.4,-130.8,Two,Gamma,Canada
CT1879,Uncommon,Day/Night/Rain,March to June,N/A,10.9,4,Two,Gamma,Nigeria
CT1880,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.1,-134,Two,Gamma,Canada
CT1881,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,100.7,Two,Gamma,Russia
CT1882,Uncommon,Day/Night/Rain/Snow,March to June,N/A,30.6,91.2,Two,Gamma,China
CT1883,Uncommon,Day/Night/Rain,September to December,N/A,-1.3,102.3,Two,Gamma,Indonesia
CT1884,Uncommon,Day/Night/Rain,September to December,N/A,-31.4,29.3,Two,Gamma,South Africa
CT1885,Uncommon,Day/Night/Rain/Snow,March to June,N/A,72.1,95.9,Two,Gamma,Russia
CT1886,Uncommon,Day/Night/Rain/Snow,March to June,N/A,53.2,-122.9,Two,Gamma,Canada
CT1887,Uncommon,Day/Night/Rain,March to June,N/A,43.9,12.4,Two,Gamma,San Marino
CT1888,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.1,13.5,Two,Gamma,Sweden
CT1889,Uncommon,Day/Night/Rain,September to December,N/A,-22.7,134,Two,Gamma,Australia
CT1890,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.1,161,Two,Gamma,Russia
CT1891,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.9,102.3,Two,Gamma,Russia
CT1892,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.8,92.8,Two,Gamma,Russia
CT1893,Uncommon,Day/Night/Rain,September to December,N/A,-34.2,116.6,Two,Gamma,Australia
CT1894,Uncommon,Day/Night/Rain,March to June,N/A,12.4,80.1,Two,Gamma,India
CT1895,Uncommon,Day/Night/Rain/Snow,March to June,N/A,58.5,-99.1,Two,Gamma,Canada
CT1896,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.1,29.3,Two,Gamma,Russia
CT1897,Uncommon,Day/Night/Rain,September to December,N/A,-19.7,-42,Two,Gamma,Brazil
CT1898,Uncommon,Day/Night/Rain,September to December,N/A,-27.1,26.2,Two,Gamma,South Africa
CT1899,Uncommon,Day/Night/Rain/Snow,March to June,N/A,62.4,81.7,Two,Gamma,Russia
CT1900,Uncommon,Day/Night/Rain,March to June,N/A,31.9,108.6,Two,Gamma,China
CT1901,Uncommon,Day/Night/Rain,September to December,N/A,-28.6,26.2,Two,Gamma,South Africa
CT1902,Uncommon,Day/Night/Rain/Snow,March to June,N/A,57.7,124.5,Two,Gamma,Russia
CT1903,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,65.8,Two,Gamma,Russia
CT1904,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.9,138.8,Two,Gamma,Russia
CT1905,Uncommon,Day/Night/Rain/Snow,March to June,N/A,69.5,143.5,Two,Gamma,Russia
CT1906,Uncommon,Day/Night/Rain,March to June,N/A,21,-10.3,Two,Gamma,Mauritania
CT1907,Uncommon,Day/Night/Rain,September to December,N/A,-28.6,27.8,Two,Gamma,South Africa
CT1908,Uncommon,Day/Night/Rain,March to June,N/A,0.3,-50,Two,Gamma,Brazil
CT1909,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,167.3,Two,Gamma,Russia
CT1910,Uncommon,Day/Night/Rain,September to December,N/A,-7.4,30.9,Two,Gamma,"Tanzania, United Republic of"
CT1911,Uncommon,Day/Night/Rain,March to June,N/A,10.9,-2.4,Two,Gamma,Ghana
CT1912,Uncommon,Day/Night/Rain,March to June,N/A,9.4,99.1,Two,Gamma,Thailand
CT1913,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,-127.7,Two,Gamma,Canada
CT1914,Uncommon,Day/Night/Rain,March to June,N/A,7.9,-11.9,Two,Gamma,Sierra Leone
CT1915,Uncommon,Day/Night/Rain,March to June,N/A,30.6,-99.1,Two,Gamma,United States of America
CT1916,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.8,134,Two,Gamma,Russia
CT1917,Uncommon,Day/Night/Rain/Snow,March to June,N/A,45.1,-113.4,Two,Gamma,United States of America
CT1918,Uncommon,Day/Night/Rain/Snow,March to June,N/A,66.5,-115,Two,Gamma,Canada
CT1919,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,27.8,Two,Gamma,Romania
CT1920,Uncommon,Day/Night/Rain,March to June,N/A,3.3,18.2,Two,Gamma,Congo
CT1921,Uncommon,Day/Night/Rain/Snow,March to June,N/A,47.2,-75.3,Two,Gamma,Canada
CT1922,Uncommon,Day/Night/Rain,September to December,N/A,-19.7,48.4,Two,Gamma,Madagascar
CT1923,Uncommon,Day/Night/Rain/Snow,March to June,N/A,68.9,-154.6,Two,Gamma,United States of America
CT1924,Uncommon,Day/Night/Rain,September to December,N/A,-28.6,130.8,Two,Gamma,Australia
CT1925,Uncommon,Day/Night/Rain,September to December,N/A,-10.5,-45.2,Two,Gamma,Brazil
CT1926,Uncommon,Day/Night/Rain/Snow,March to June,N/A,75.8,113.4,Two,Gamma,Russia
CT1927,Uncommon,Day/Night/Rain,September to December,N/A,-18.2,27.8,Two,Gamma,Zimbabwe
CT1928,Uncommon,Day/Night/Rain/Snow,March to June,N/A,57.7,83.3,Two,Gamma,Russia
CT1929,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,129.3,Two,Gamma,China
CT1930,Uncommon,Day/Night/Rain,March to June,N/A,25.2,116.6,Two,Gamma,China
CT1931,Uncommon,Day/Night/Rain,September to December,N/A,-22.7,-45.2,Two,Gamma,Brazil
CT1932,Uncommon,Day/Night/Rain,March to June,N/A,29.3,7.1,Two,Gamma,Algeria
CT1933,Uncommon,Day/Night/Rain/Snow,March to June,N/A,36.9,-91.2,Two,Gamma,United States of America
CT1934,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,176.8,Two,Gamma,Russia
CT1935,Uncommon,Day/Night/Rain,March to June,N/A,26.6,-97.5,Two,Gamma,United States of America
CT1936,Uncommon,Day/Night/Rain,March to June,N/A,27.9,72.2,Two,Gamma,India
CT1937,Uncommon,Day/Night/Rain,March to June,N/A,33.2,5.6,Two,Gamma,Algeria
CT1938,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,-162.6,Two,Gamma,United States of America
CT1939,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.9,21.4,Two,Gamma,Lithuania
CT1940,Uncommon,Day/Night/Rain,March to June,N/A,27.9,111.8,Two,Gamma,China
CT1941,Uncommon,Day/Night/Rain,March to June,N/A,1.8,116.6,Two,Gamma,Indonesia
CT1942,Uncommon,Day/Night/Rain/Snow,March to June,N/A,72.1,94.4,Two,Gamma,Russia
CT1943,Uncommon,Day/Night/Rain/Snow,March to June,N/A,60.1,-103.9,Two,Gamma,Canada
CT1944,Uncommon,Day/Night/Rain/Snow,March to June,N/A,48.3,45.2,Two,Gamma,Russia
CT1945,Uncommon,Day/Night/Rain,March to June,N/A,16.8,95.9,Two,Gamma,Myanmar
CT1946,Uncommon,Day/Night/Rain/Snow,March to June,N/A,38.1,127.7,Two,Gamma,South Korea
CT1947,Uncommon,Day/Night/Rain,March to June,N/A,12.4,34.1,Two,Gamma,Sudan
CT1948,Uncommon,Day/Night/Rain/Snow,March to June,N/A,76.7,-119.7,Two,Gamma,Canada
CT1949,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,-173.7,Two,Gamma,Russia
CT1950,Uncommon,Day/Night/Rain,September to December,N/A,-5.9,-35.7,Two,Gamma,Brazil
CT1951,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,162.6,Two,Gamma,Russia
CT1952,Uncommon,Day/Night/Rain,September to December,N/A,-2.8,-76.9,Two,Gamma,Peru
CT1953,Uncommon,Day/Night/Rain,March to June,N/A,1.8,24.6,Two,Gamma,"Congo, Democratic Republic of the"
CT1954,Uncommon,Day/Night/Rain,September to December,N/A,-7.4,159.4,Two,Gamma,Solomon Islands
CT1955,Uncommon,Day/Night/Rain,September to December,N/A,-32.8,-64.2,Two,Gamma,Argentina
CT1956,Uncommon,Day/Night/Rain/Snow,March to June,N/A,76.3,-65.8,Two,Gamma,Greenland
CT1957,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.6,76.9,Two,Gamma,Russia
CT1958,Uncommon,Day/Night/Rain/Snow,March to June,N/A,66.5,26.2,Two,Gamma,Finland
CT1959,Uncommon,Day/Night/Rain/Snow,March to June,N/A,69.5,89.6,Two,Gamma,Russia
CT1960,Uncommon,Day/Night/Rain/Snow,March to June,N/A,68.9,141.9,Two,Gamma,Russia
CT1961,Uncommon,Day/Night/Rain,March to June,N/A,22.5,78.5,Two,Gamma,India
CT1962,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,65.8,Two,Gamma,Kazakhstan
CT1963,Uncommon,Day/Night/Rain/Snow,March to June,N/A,59.3,30.9,Two,Gamma,Russia
CT1964,Uncommon,Day/Night/Rain,March to June,N/A,3.3,23,Two,Gamma,"Congo, Democratic Republic of the"
CT1965,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,-116.6,Two,Gamma,Canada
CT1966,Uncommon,Day/Night/Rain/Snow,March to June,N/A,58.5,78.5,Two,Gamma,Russia
CT1967,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.1,21.4,Two,Gamma,Finland
CT1968,Uncommon,Day/Night/Rain/Snow,March to June,N/A,42.8,27.8,Two,Gamma,Bulgaria
CT1969,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.1,-146.7,Two,Gamma,United States of America
CT1970,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.1,-134,Two,Gamma,Canada
CT1971,Uncommon,Day/Night/Rain/Snow,March to June,N/A,40.5,129.3,Two,Gamma,North Korea
CT1972,Uncommon,Day/Night/Rain,March to June,N/A,10.9,126.1,Two,Gamma,Philippines
CT1973,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.2,-159.4,Two,Gamma,United States of America
CT1974,Uncommon,Day/Night/Rain/Snow,March to June,N/A,53.2,118.2,Two,Gamma,Russia
CT1975,Uncommon,Day/Night/Rain/Snow,March to June,N/A,69.5,134,Two,Gamma,Russia
CT1976,Uncommon,Day/Night/Rain/Snow,March to June,N/A,75.4,-35.7,Two,Gamma,Greenland
CT1977,Uncommon,Day/Night/Rain/Snow,March to June,N/A,68.9,-72.2,Two,Gamma,Canada
CT1978,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,94.4,Two,Gamma,Mongolia
CT1979,Uncommon,Day/Night/Rain,September to December,N/A,-15.1,19.8,Two,Gamma,Angola
CT1980,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.1,-30.9,Two,Gamma,Greenland
CT1981,Uncommon,Day/Night/Rain/Snow,March to June,N/A,41.7,145.1,Two,Gamma,Japan
CT1982,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.1,15.1,Two,Gamma,Sweden
CT1983,Uncommon,Day/Night/Rain/Snow,March to June,N/A,60.9,40.4,Two,Gamma,Russia
CT1984,Uncommon,Day/Night/Rain,March to June,N/A,27.9,-95.9,Two,Gamma,United States of America
CT1985,Uncommon,Day/Night/Rain/Snow,March to June,N/A,62.4,102.3,Two,Gamma,Russia
CT1986,Uncommon,Day/Night/Rain,September to December,N/A,-35.6,141.9,Two,Gamma,Australia
CT1987,Uncommon,Day/Night/Rain,March to June,N/A,30.6,-8.7,Two,Gamma,Morocco
CT1988,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,-91.2,Two,Gamma,Canada
CT1989,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.8,154.6,Two,Gamma,Russia
CT1990,Uncommon,Day/Night/Rain,March to June,N/A,31.9,-100.7,Two,Gamma,United States of America
CT1991,Uncommon,Day/Night/Rain/Snow,March to June,N/A,51.3,56.3,Two,Gamma,Russia
CT1992,Uncommon,Day/Night/Rain/Snow,March to June,N/A,64.5,159.4,Two,Gamma,Russia
CT1993,Uncommon,Day/Night/Rain/Snow,March to June,N/A,59.3,42,Two,Gamma,Russia
CT1994,Uncommon,Day/Night/Rain,March to June,N/A,10.9,2.4,Two,Gamma,Benin
CT1995,Uncommon,Day/Night/Rain/Snow,March to June,N/A,65.9,-122.9,Two,Gamma,Canada
CT1996,Uncommon,Day/Night/Rain/Snow,March to June,N/A,60.1,135.6,Two,Gamma,Russia
CT1997,Uncommon,Day/Night/Rain,September to December,N/A,-28.6,145.1,Two,Gamma,Australia
CT1998,Uncommon,Day/Night/Rain,September to December,N/A,-7.4,-69,Two,Gamma,Brazil
CT1999,Uncommon,Day/Night/Rain/Snow,March to June,N/A,57.7,-78.5,Two,Gamma,Canada
CT2000,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.1,-156.2,Two,Gamma,United States of America
CT2001,Uncommon,Day/Night/Rain,March to June,N/A,18.2,-4,Two,Gamma,Mali
CT2002,Uncommon,Day/Night/Rain/Snow,March to June,N/A,64.5,70.6,Two,Gamma,Russia
CT2003,Uncommon,Day/Night/Rain/Snow,March to June,N/A,43.9,-107,Two,Gamma,United States of America
CT2004,Uncommon,Day/Night/Rain/Snow,March to June,N/A,62.4,-111.8,Two,Gamma,Canada
CT2005,Uncommon,Day/Night/Rain/Snow,March to June,N/A,63.1,-21.4,Two,Gamma,Iceland
CT2006,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,-132.4,Two,Gamma,Canada
CT2007,Uncommon,Day/Night/Rain/Snow,March to June,N/A,58.5,-119.7,Two,Gamma,Canada
CT2008,Uncommon,Day/Night/Rain/Snow,March to June,N/A,48.3,46.8,Two,Gamma,Russia
CT2009,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,43.6,Two,Gamma,Russia
CT2010,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.1,105.5,Two,Gamma,Russia
CT2011,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,48.4,Two,Gamma,Russia
CT2012,Uncommon,Day/Night/Rain/Snow,March to June,N/A,74.5,-34.1,Two,Gamma,Greenland
CT2013,Uncommon,Day/Night/Rain/Snow,March to June,N/A,50.3,-64.2,Two,Gamma,Canada
CT2014,Uncommon,Day/Night/Rain,March to June,N/A,26.6,86.4,Two,Gamma,Nepal
CT2015,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,156.2,Two,Gamma,Russia
CT2016,Uncommon,Day/Night/Rain/Snow,March to June,N/A,67.1,176.8,Two,Gamma,Russia
CT2017,Uncommon,Day/Night/Rain,September to December,N/A,-34.2,-62.6,Two,Gamma,Argentina
CT2018,Uncommon,Day/Night/Rain/Snow,March to June,N/A,69.5,-76.9,Two,Gamma,Canada
CT2019,Uncommon,Day/Night/Rain/Snow,March to June,N/A,42.8,-107,Two,Gamma,United States of America
CT2020,Uncommon,Day/Night/Rain,March to June,N/A,22.5,29.3,Two,Gamma,Egypt
CT2021,Uncommon,Day/Night/Rain/Snow,March to June,N/A,72.1,86.4,Two,Gamma,Russia
CT2022,Uncommon,Day/Night/Rain/Snow,March to June,N/A,55.1,72.2,Two,Gamma,Russia
CT2023,Uncommon,Day/Night/Rain,March to June,N/A,16.8,-15.1,Two,Gamma,Mauritania
CT2024,Uncommon,Day/Night/Rain,March to June,N/A,4.9,-75.3,Two,Gamma,Colombia
CT2025,Uncommon,Day/Night/Rain,September to December,N/A,-1.3,-65.8,Two,Gamma,Brazil
CT2026,Uncommon,Day/Night/Rain,March to June,N/A,10.9,-72.2,Two,Gamma,Venezuela
CT2027,Uncommon,Day/Night/Rain,March to June,N/A,36.9,57.9,Two,Gamma,Iran
CT2028,Uncommon,Day/Night/Rain,March to June,N/A,29.3,40.4,Two,Gamma,Saudi Arabia
CT2029,Uncommon,Day/Night/Rain,September to December,N/A,-30,132.4,Two,Gamma,Australia
CT2030,Uncommon,Day/Night/Rain/Snow,March to June,N/A,69.5,-23,Two,Gamma,Greenland
CT2031,Uncommon,Day/Night/Rain/Snow,March to June,N/A,58.5,57.9,Two,Gamma,Russia
CT2032,Uncommon,Day/Night/Rain/Snow,March to June,N/A,54.1,89.6,Two,Gamma,Russia
CT2033,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,-95.9,Two,Gamma,United States of America
CT2034,Uncommon,Day/Night/Rain/Snow,March to June,N/A,41.7,84.8,Two,Gamma,China
CT2035,Uncommon,Day/Night/Rain/Snow,March to June,N/A,70.6,111.8,Two,Gamma,Russia
CT2036,Uncommon,Day/Night/Rain/Snow,March to June,N/A,46.1,37.3,Two,Gamma,Russia
CT2037,Uncommon,Day/Night/Rain/Snow,March to June,N/A,38.1,70.6,Two,Gamma,Afghanistan
CT2038,Uncommon,Day/Night/Rain/Snow,March to June,N/A,61.7,59.5,Two,Gamma,Russia
CT2039,Uncommon,Day/Night/Rain,March to June,N/A,26.6,37.3,Two,Gamma,Saudi Arabia
CT2040,Uncommon,Day/Night/Rain/Snow,March to June,N/A,56.8,-92.8,Two,Gamma,Canada
CT2041,Uncommon,Day/Night/Rain/Snow,March to June,N/A,53.2,78.5,Two,Gamma,Russia
CT2042,Uncommon,Day/Night/Rain,March to June,N/A,30.6,119.7,Two,Gamma,China
CT2043,Uncommon,Day/Night/Rain/Snow,March to June,N/A,73.6,-51.5,Two,Gamma,Greenland
